Sex;Language;Education;Age;Wages
Female;English;14.5;44;19.2
Female;English;12;67;15.5
Female;Other;16;58;15.5
Male;English;17;37;15.5
Male;English;20;46;16.83
Female;English;11;35;15.5
Male;English;11;16;7
Male;Other;16.3;43;13.75
Male;English;10;50;21.8
Male;English;15;23;14.97
Male;English;16;33;16.73
Female;English;13;19;15.5
Female;English;10.5;30;10
Male;Other;9;56;15.5
Female;English;10;17;7
Female;English;16;41;15.65
Female;English;13;68;15.5
Male;English;12;46;15.5
Male;English;13.5;33;10.14
Female;English;13.3;42;10.51
Male;English;15;33;15.5
Male;English;12;74;15.5
Female;English;14;27;15.5
Female;English;8;73;15.5
Male;English;17;44;21.12
Male;English;8;54;15.5
Male;Other;13;61;15.5
Female;Other;3;47;15.5
Female;English;10;54;15.5
Male;English;12;29;15.5
Female;English;16;24;22.34
Female;Other;14;39;10.97
Female;English;8.5;32;15.5
Female;English;12.5;27;20.16
Female;English;12;45;12.67
Female;English;14;52;15.5
Female;English;11;45;11
Male;English;11;39;15.5
Male;English;9;24;15.5
Male;English;16.5;31;22.4
Male;Other;11;59;15.5
Male;English;14;25;18
Female;Other;4;57;15.5
Male;Other;6;46;14.35
Female;English;20;53;15.5
Male;English;14;28;14
Male;English;12.5;40;18.27
Male;English;13;49;16.8
Female;English;8;61;15.5
Female;English;9;34;7.25
Female;English;13;55;15.84
Male;English;9;16;15.5
Male;English;11;17;15.5
Female;Other;12.5;48;19.91
Female;English;13;27;10.97
Male;English;8;50;10
Female;English;14.5;19;6.35
Male;English;9;78;15.5
Female;English;12;19;6.58
Male;Other;8;71;15.5
Male;English;10.5;55;22.25
Female;English;12.5;27;15.5
Male;English;13;47;15.5
Male;Other;8;56;21
Female;English;11.5;54;14.4
Female;English;11;51;15.5
Male;Other;10;49;19.2
Female;Other;8;58;15.5
Female;English;10;83;15.5
Female;English;11;59;12.5
Male;English;12.5;42;15.5
Male;English;13;19;6.74
Female;English;14;32;8.32
Female;French;11;83;15.5
Male;English;12;29;8.86
Male;English;14.6;21;7.7
Female;Other;5;72;15.5
Male;Other;14;45;19.5
Male;English;17;31;9.61
Male;English;19;67;6.53
Female;English;14.5;33;12.03
Male;English;11;52;15
Female;English;15;21;7.49
Male;English;12;42;15.5
Male;Other;12;25;15.5
Male;English;12;42;9
Female;English;12;18;6.7
Male;English;8;43;12
Male;Other;6;42;9.16
Female;English;0;66;15.5
Female;English;11;29;7.16
Male;English;11;55;15.5
Male;English;12;30;17.08
Male;Other;12;35;15.5
Male;English;9;72;15.5
Male;English;14;22;7.4
Female;English;10.5;33;16.79
Male;English;16;65;15.5
Female;English;15.5;21;9.02
Male;English;11;34;17.18
Male;English;11;47;13.97
Female;English;11;19;7.42
Male;English;10;40;15.5
Female;English;20;51;15.5
Female;Other;10;49;12.5
Female;English;14;27;14.37
Female;English;15;32;15.5
Male;English;15;42;15.5
Female;Other;12;85;15.5
Female;French;13;27;10.51
Female;English;16.5;68;15.5
Male;English;12;42;15.5
Male;English;16;36;15.5
Female;English;12.5;16;15.5
Female;English;9.5;34;15.5
Female;French;14;57;16.25
Female;English;13;58;15.5
Female;English;13;59;14.63
Female;French;7;70;15.5
Female;English;13;39;15.5
Female;English;14.5;35;12.51
Female;English;12;46;7.13
Female;French;12;37;17.88
Female;Other;15.5;38;15.5
Female;English;13.8;20;6.7
Female;English;14;29;15.5
Female;English;10;35;13.95
Female;English;13;55;18.65
Female;English;16;61;15.5
Female;English;11;45;14.94
Female;English;12;49;7.08
Female;English;12.1;39;16.96
Female;Other;9;57;12.73
Male;English;10;50;15.5
Male;Other;8;64;8.5
Male;English;4.5;52;16.51
Female;English;9;39;7
Male;English;13;28;22.45
Female;English;12.6;35;13
Male;English;10;16;7
Male;English;11;56;20
Male;Other;8;72;15.5
Female;English;16.4;29;16.3
Male;English;16;44;16.59
Female;English;12;82;15.5
Male;French;12;34;15.5
Female;Other;17;41;15.5
Male;Other;12;33;10
Male;Other;0;80;15.5
Female;English;13;60;21.06
Female;French;12;25;15.5
Female;Other;12;63;10.25
Male;French;10.5;34;9.38
Female;English;16;48;15.5
Female;English;13.3;25;12.37
Male;English;11.5;46;22.38
Female;English;13;20;7.88
Female;Other;10.5;52;15.5
Female;Other;10;65;15.5
Male;Other;10.5;60;15.5
Female;Other;15.6;39;15.73
Male;English;13;19;7.08
Male;English;3;40;15.5
Female;Other;16.8;24;22.17
Male;English;14;20;6.9
Female;English;12;46;15.5
Female;English;10.5;41;12.75
Female;English;10;48;15.5
Female;English;16.9;24;15.5
Male;English;11;30;12.21
Female;English;12;53;7.65
Female;English;18;25;8.32
Female;English;12.5;35;15.5
Male;English;16.5;23;7.12
Female;Other;15;45;12.5
Male;English;19;52;18.92
Female;English;12;30;15.5
Male;English;8;71;15.5
Male;English;14.5;21;15.5
Male;English;12;29;15.5
Female;Other;0;82;15.5
Male;English;18.3;23;10
Male;English;13;18;7
Male;French;11.3;21;11.5
Female;English;13.1;39;17.92
Male;English;4.6;20;15.5
Female;English;17;81;15.5
Female;English;17;73;15.5
Female;English;15;45;15.5
Female;English;16;67;15.5
Female;French;12;37;15.36
Female;English;13.1;42;6.7
Male;English;12;32;14.21
Female;French;13.5;37;15.5
Female;English;7;77;15.5
Male;French;10;51;14.61
Male;Other;3;59;15
Female;French;13.8;31;8.57
Male;English;11;30;13.75
Female;English;12;59;13.92
Male;English;13.9;59;6.7
Female;English;12.5;41;20.91
Female;Other;14;30;11
Female;English;13.3;45;13.71
Female;English;14;25;17.89
Male;English;16;26;10.97
Female;English;12;34;16.47
Female;English;14.1;27;15.1
Male;English;12.5;24;15.5
Female;English;14;32;8.21
Female;English;16;41;14.4
Female;French;15;39;9.91
Female;Other;0;80;15.5
Female;English;16;62;15.5
Female;English;8.6;22;15.5
Male;English;12.5;16;15.5
Male;English;10;70;15.5
Female;English;13;19;15.5
Female;English;9.5;41;15.5
Female;English;12;62;10.81
Male;English;16;40;15.5
Female;English;8;66;15.5
Female;English;12;39;13
Male;English;19;52;15.5
Female;French;12;34;15.5
Female;English;12;26;8.7
Male;English;19;51;15.5
Female;Other;5;67;15.5
Female;French;12;26;16.96
Female;English;11.9;18;7.15
Female;English;16;63;15.76
Female;English;9;32;10.26
Female;English;12;18;7
Male;English;13;76;15.5
Female;English;16;39;8.64
Female;Other;8;74;15.5
Female;Other;14;48;15.5
Male;English;8;22;10.59
Female;Other;8;54;15.5
Female;English;11;30;8.32
Male;English;13;67;11.52
Male;English;15;29;9.7
Female;English;20;71;15.5
Male;English;12;82;15.5
Female;English;17;35;15.5
Female;English;13;41;15.5
Female;Other;6;68;15.5
Male;English;12.5;54;18.92
Female;English;15;30;17.28
Female;English;12;43;6.7
Male;French;4;55;15.5
Male;English;12.8;22;6.35
Female;English;8;79;15.5
Female;English;20;47;12.57
Male;English;8;63;11.65
Female;English;15;21;8.23
Female;English;8;75;15.5
Male;English;10;53;15.5
Male;English;9;49;15.5
Male;Other;10;67;15.5
Female;French;19;30;18.21
Female;English;9;32;15.5
Male;English;9;38;17.9
Female;English;12;76;15.5
Male;English;14;70;15.5
Male;English;13;19;8.65
Female;English;11;17;6.25
Male;French;15;57;22.57
Male;English;14.5;39;19
Male;English;11.5;60;15.5
Male;English;14;41;15.5
Female;English;13;63;15.5
Female;Other;9;78;15.5
Female;French;15;24;18
Female;English;15;64;15.5
Male;English;12;17;6.35
Female;English;12;51;13.44
Male;English;14;42;15.89
Male;French;6;30;15.8
Female;Other;18.1;28;17.76
Male;English;15;31;11
Female;English;12.5;27;15.41
Female;English;8;80;15.5
Female;English;14.3;32;15.5
Female;English;13.5;59;16.4
Female;Other;4;85;15.5
Male;English;10.8;18;15.5
Male;English;15;37;15.5
Male;English;10;35;15.5
Female;English;12;29;6.71
Male;English;11;82;15.5
Male;English;15.5;37;18.25
Male;English;14;33;15.5
Male;Other;12;46;14.96
Male;English;9;62;10.5
Female;English;10;82;15.5
Female;English;11;80;15.5
Female;Other;14;60;15.5
Female;English;12;54;15.5
Female;English;12.5;82;15.5
Female;English;17.5;38;13.48
Male;English;10;64;15.5
Male;English;13;23;15.5
Female;English;16;22;8.04
Female;English;13;19;6.87
Female;English;16;69;15.5
Female;English;10;57;15.5
Male;English;12.1;20;6.76
Male;French;11;27;22
Female;English;19;27;18.42
Female;English;12;50;15.5
Female;Other;12;38;6.8
Female;French;10.5;47;8
Female;English;11;69;15.5
Female;English;8.5;70;15.5
Male;French;13;28;19
Female;Other;14;74;15.5
Female;Other;12.5;50;15.5
Male;English;11;43;13.57
Female;French;12;85;15.5
Female;English;13.3;47;18.41
Female;English;14;28;15
Female;Other;12;19;15.5
Female;English;12;26;15.5
Male;English;11.5;42;12.5
Male;English;14.2;53;19
Male;English;16;38;15.5
Male;English;12;40;15.5
Female;English;11;49;15.5
Female;English;12.5;19;10.5
Male;English;15;36;21.6
Male;English;12;69;15.5
Female;Other;13;44;11.04
Male;English;12;31;10.4
Female;English;15;31;17.77
Male;English;11.8;21;15.5
Female;English;10;16;6.85
Female;English;14;20;6.65
Male;English;11;21;15.5
Male;English;11;27;15.5
Male;English;10;16;15.5
Male;French;8;74;15.5
Male;English;5;70;15.5
Male;English;14;46;21.12
Male;English;12.5;25;14.72
Female;English;14;21;15.5
Female;English;15;67;15.5
Female;English;15;72;15.5
Male;English;12.5;38;7.62
Female;French;14;32;14.34
Male;Other;8;27;15.5
Female;English;8;31;12.5
Male;French;14;19;10
Female;Other;6.4;65;8.5
Male;Other;13;62;15.5
Male;English;12;30;15.36
Male;English;15;34;15.5
Female;English;13;54;16.32
Male;English;16.7;29;11.5
Female;English;11.5;33;14.8
Male;Other;12.5;65;15.5
Female;English;12;43;15.5
Male;English;11;46;13.25
Male;English;15;30;16.4
Male;English;11;51;15.5
Male;English;12.2;21;6.75
Female;English;8.5;51;15.5
Male;English;17.3;43;19.64
Female;English;17.3;35;7.75
Female;English;3;16;6.34
Male;English;12.5;32;15.77
Male;Other;9;55;15.5
Male;French;3;80;15.5
Female;English;15;49;15.71
Female;English;7;74;15.5
Female;English;17;24;15.5
Male;English;12;38;15.5
Female;English;8;82;15.5
Male;English;10;48;19
Male;English;10;59;15.5
Female;English;16;30;15.5
Female;English;15.3;24;11.07
Male;English;13;32;18.33
Male;Other;8;77;15.5
Female;English;17;45;6.25
Male;English;9;16;6.5
Male;English;10;59;14.4
Female;English;10;73;15.5
Female;English;16;45;19.5
Female;English;12;42;15.5
Female;English;19;46;15.5
Male;English;14.2;33;17.84
Male;English;12;44;17.76
Male;English;17;26;15
Female;English;12;40;7.1
Male;English;11;42;15.5
Female;English;14;72;15.5
Female;English;11;70;15.5
Male;Other;14;54;21
Male;English;10;32;8
Male;Other;8;66;9
Female;English;7;32;15.5
Male;English;9;64;15.5
Male;Other;6;73;15.5
Male;English;13;48;20
Female;English;14;40;8
Male;English;14;31;22.02
Male;English;13;47;15.5
Female;English;14.5;23;15.5
Female;English;14;66;15.5
Male;English;14;34;16.25
Male;Other;13.5;45;15.5
Female;English;12.1;18;6.74
Male;English;17;28;13.9
Female;English;12.5;33;19.65
Female;English;14;58;12.8
Female;English;12.5;38;15.53
Female;English;6;62;15.5
Male;Other;12.1;41;13.64
Male;English;12;17;6.5
Male;English;6;58;15.5
Male;English;18.5;27;13.18
Female;English;16;55;15.5
Female;English;14;51;16
Female;English;13;35;10.93
Male;English;12;32;15.5
Female;English;10;26;11.43
Female;English;17;31;15.5
Male;English;10;57;18.92
Female;English;12;64;15.5
Female;English;0;78;15.5
Female;English;15.3;24;7.66
Female;English;12.5;32;15.5
Female;English;12.5;26;17
Male;English;12.5;16;15.5
Female;English;9;66;15.5
Female;English;12.1;32;7.5
Female;English;8;57;15.5
Female;English;15;26;13
Female;English;13.2;63;15.5
Female;English;15;35;10.71
Female;French;16;59;6.7
Female;English;8;68;15.5
Female;English;15.5;20;6.85
Female;English;12;56;15.5
Male;Other;11;34;5.87
Male;English;15.5;21;6.9
Male;Other;8;90;15.5
Female;English;12;60;15.5
Female;English;11;35;7.23
Male;English;8;73;15.5
Male;English;18;26;21.95
Male;English;12.5;36;16.57
Female;English;20;26;13
Male;English;10.5;62;15.5
Female;English;17.3;34;16.15
Female;English;10;22;6.7
Male;English;9;66;15.5
Female;Other;7;56;15.5
Male;English;17.5;67;15.5
Male;English;14;30;15.5
Male;English;12;66;15.5
Female;English;11.5;45;15.5
Male;English;8;59;15.5
Male;English;9;38;16
Male;Other;13;54;15
Female;French;14.8;32;14.03
Female;English;12;18;6.75
Male;Other;10;54;15.5
Male;French;12;43;15.5
Male;English;10.5;54;15.5
Female;English;12;20;8.9
Male;Other;17;39;15.5
Male;English;10;66;15.5
Female;English;10;84;15.5
Male;English;12;51;15.5
Female;English;12;47;7.58
Female;English;12;86;15.5
Female;English;12.5;37;13.99
Male;English;12.5;16;6.35
Female;English;12.5;48;14.85
Female;French;8;70;15.5
Male;Other;7;80;15.5
Female;English;12;17;15.5
Female;Other;5;85;15.5
Male;English;10;73;15.5
Male;English;14.3;23;7
Female;English;12;54;15.5
Female;English;13.6;42;17.16
Male;English;14;63;15.5
Female;English;12;40;15.5
Female;English;17;56;20.5
Male;English;12;17;6.75
Male;Other;10;72;15.5
Female;English;13.8;26;9.2
Male;English;7;44;17.25
Male;English;10;63;15.5
Female;English;11;46;15.5
Female;English;12.5;21;6.96
Male;English;10;71;15.5
Male;English;12;30;15.5
Female;English;4.8;23;11.52
Male;English;12.5;35;15.5
Male;Other;14;72;15.5
Male;English;13;19;6.7
Female;English;15;24;18.5
Male;English;15.5;22;9.61
Male;English;11;16;15.5
Male;Other;9;56;16.32
Female;English;12;54;13.92
Male;Other;20;41;7
Female;Other;11;62;15.5
Female;English;13.8;21;6.8
Male;English;12;32;16.69
Female;English;12.5;22;14
Male;English;12.9;48;15.5
Female;Other;10;47;9.25
Female;English;14;42;16.9
Female;English;18;52;15.5
Female;English;12;75;15.5
Female;English;13;39;8
Male;English;18;72;15.5
Female;English;20;72;15.5
Female;English;19;50;8.32
Male;English;15;37;13.42
Male;English;12.5;32;12
Male;Other;12;19;15.5
Female;English;12;20;9.22
Male;English;11.5;40;15.5
Female;English;12;34;12.8
Female;Other;13;55;15.5
Female;French;12;37;7.75
Male;English;16.5;37;20.76
Female;English;19.1;30;12.09
Male;English;10;33;15.5
Male;English;12;69;10.6
Female;English;10;34;18.24
Female;English;14;52;15.5
Male;English;8;69;15.5
Male;Other;13.5;20;15.5
Female;English;10;67;15.5
Female;English;12.5;40;11.26
Female;Other;17.2;27;11.89
Male;English;12;20;7.5
Female;French;10.5;66;15.5
Female;English;11;21;7.24
Female;English;17.8;24;9.83
Female;Other;10;34;12.69
Female;French;8;64;15.5
Female;Other;8;64;15.5
Female;English;15.1;28;15.5
Male;English;11;51;15.5
Male;English;20;54;11.64
Male;English;8;71;15.5
Male;English;13.5;31;15.5
Female;English;14;37;15.5
Female;French;10;17;15.5
Female;English;14.5;29;16.28
Male;English;12;51;15.5
Male;English;12;40;15.5
Female;English;8;71;15.5
Male;English;11;17;7
Male;English;10;16;15.5
Male;Other;6;72;15.5
Female;English;10;41;8.5
Female;English;4;82;15.5
Female;French;10;16;15.5
Male;Other;14;20;15.5
Female;English;14;34;12.45
Female;French;12;77;15.5
Male;English;19;25;16.54
Male;English;12.5;23;13.73
Male;Other;11.5;53;15.5
Male;English;18.5;60;15.5
Female;English;12;59;7.54
Female;English;13;37;11
Female;English;15;32;15.16
Female;English;13;32;13.13
Female;English;12.5;28;15.5
Male;Other;18;26;20.3
Female;English;14;65;15.5
Female;Other;11;83;15.5
Female;English;11;45;10.7
Female;English;13.5;32;15.5
Male;English;11;49;19.47
Female;English;8;62;15.5
Male;English;8;54;14.13
Female;English;12.5;43;16.3
Female;English;12.6;48;19.05
Male;French;10.5;26;15.5
Male;English;16;74;15.5
Female;Other;13.5;59;7.5
Female;English;13;46;14.28
Male;English;8;58;15.5
Male;French;13;51;16.5
Male;English;13;40;10
Male;Other;14;21;15.5
Female;English;17.3;44;15.5
Female;English;12;18;7
Male;English;11;52;15.5
Female;English;19.5;31;22.07
Female;English;13;72;15.5
Male;English;11.5;38;15.5
Female;English;12.5;22;6.5
Female;English;18;31;18.76
Male;English;12;30;15.5
Male;French;10;41;15.5
Male;English;13.5;20;7.83
Female;English;13;81;15.5
Female;Other;12.5;41;10.03
Male;Other;13;28;15.5
Male;French;14.6;44;15.5
Male;English;7;62;15.5
Male;English;20;38;22.08
Female;English;14;40;14.21
Male;English;12;21;7.45
Male;Other;12.5;47;14.4
Male;Other;12;66;15.5
Female;English;13;78;15.5
Female;English;13.1;40;15.5
Male;English;13;19;15.5
Female;English;10.5;80;15.5
Female;Other;12;36;15.5
Male;English;9;77;15.5
Male;English;12;26;15.5
Female;English;13;25;15.5
Female;English;16;21;6.7
Male;French;12.5;33;15.5
Female;English;8.5;89;15.5
Male;English;12;20;15.5
Male;English;16;58;15.5
Male;English;13;77;15.5
Male;English;12.5;34;19.2
Female;English;10;59;15.5
Male;Other;8;39;14.4
Male;English;12.3;30;6.97
Female;English;9;51;7.75
Female;English;13;44;15.5
Female;English;12;18;6.78
Male;English;20;53;15.5
Female;English;16.5;25;20.19
Male;English;12.5;62;19.2
Female;English;17;34;20.3
Female;English;12;45;15.5
Male;English;10.4;22;6.72
Female;English;11;40;15.5
Female;English;12.5;24;11.17
Male;English;9;16;15.5
Male;English;12.5;17;13.57
Female;English;9;67;15.5
Female;English;8;19;15.5
Female;English;13.5;23;6.7
Female;English;10;40;15.5
Female;English;13;86;15.5
Female;English;8;69;15.5
Male;English;20;39;15.5
Male;English;16;63;18.46
Female;English;10;23;15.5
Male;English;14;53;14.03
Female;English;9;31;15.5
Female;English;8;81;15.5
Female;English;16;36;16.8
Female;English;12;18;6.7
Female;English;12;18;6.25
Male;Other;8;68;15.5
Female;Other;15;21;6.75
Male;English;12;32;15.5
Male;English;12;18;6.75
Male;Other;12;76;15.5
Female;English;8;65;15.5
Male;English;10;16;15.5
Female;English;11;16;8.33
Female;English;12.5;32;14.33
Male;English;20;28;15.5
Female;English;17.4;44;18.32
Male;English;12.3;24;8.7
Male;Other;12;48;20
Female;English;13.5;42;15.5
Male;Other;9;68;15.5
Male;English;13;37;14.5
Male;Other;12;75;15.5
Female;Other;12;29;12.07
Male;Other;16;30;19.1
Male;English;12;18;15.5
Female;Other;17;38;15.5
Female;English;12.5;29;10.83
Female;English;17;34;10
Female;English;12;58;15.5
Female;Other;12.9;45;14.41
Male;Other;12;21;10
Female;English;8;72;15.5
Male;English;12.5;48;8.87
Male;Other;12;61;15.5
Male;French;7;53;21.5
Male;English;13;63;15.5
Male;English;18.4;31;13.99
Female;English;10;76;15.5
Male;Other;8;64;15.5
Female;English;14.9;29;14
Female;English;16.5;23;15.5
Male;English;12;56;15.5
Female;English;8;50;15.5
Female;Other;14.5;48;15.5
Female;Other;12;90;15.5
Male;Other;20;68;15.5
Male;English;12;73;15.5
Female;French;13;19;6.35
Female;English;17.5;32;17.92
Female;English;9.5;48;14.64
Female;English;11;26;12.27
Female;English;12;22;7.75
Male;English;12;40;11.6
Female;English;14.2;52;11.18
Male;English;12;76;15.5
Female;English;12;48;12.88
Male;English;10;16;15.5
Male;English;8;71;15.5
Male;English;9;16;15.5
Female;French;14.3;24;13.95
Female;Other;9;24;15.5
Male;English;12.5;32;21.28
Female;English;10;43;7.03
Female;English;13.9;41;18.32
Female;English;13;19;15.5
Male;English;17;41;19.8
Female;English;12;37;15.5
Female;English;19;25;10.53
Female;English;16;24;7.99
Female;English;15;51;14
Female;English;15;73;15.5
Female;English;12.5;30;15.5
Female;French;14;20;8.01
Male;English;10;39;16.16
Male;English;12.1;38;14
Male;Other;13;25;12.17
Female;English;12;37;15.5
Female;Other;15;39;21.13
Male;Other;12.5;52;22.08
Female;English;13.5;25;8.26
Female;English;12;33;10.55
Male;Other;10;44;15
Male;English;12.5;17;6.35
Male;English;15;24;8.3
Female;English;12.5;37;10.11
Female;Other;1;66;15.5
Female;English;9;66;15.5
Female;English;15;70;15.5
Female;English;13.5;21;7.62
Male;English;10;67;15.5
Female;French;15.3;30;7.51
Female;Other;14;35;17.76
Female;English;11.5;31;15.5
Female;French;17;31;22.11
Male;English;10;37;17.94
Male;English;15;74;15.5
Male;Other;15;50;7.25
Female;English;10;16;15.5
Female;English;10;48;7.55
Male;English;18;27;15.5
Female;English;12.5;41;15.5
Female;English;19;43;15.5
Male;English;12;31;13.52
Male;English;16;23;13.92
Male;English;17;40;15.5
Female;English;12;44;16
Male;English;16.1;33;15.5
Female;English;12;49;15.5
Male;English;18.5;38;9.62
Male;English;13;49;13
Male;English;13;27;13.2
Female;English;8;68;15.5
Female;French;10;59;15.5
Male;English;13;34;15.5
Male;English;10;68;15.5
Female;Other;10;74;15.5
Female;English;10;31;15.5
Male;English;12;56;15.5
Female;Other;10.5;52;15.5
Female;Other;12.5;28;16.46
Female;English;13;30;15.5
Male;English;19.3;44;15.5
Male;English;12;20;7.74
Male;English;12;39;21.6
Female;English;10.3;55;6.7
Female;English;12.5;35;12.82
Female;English;12;68;15.5
Female;English;14;36;7.36
Female;English;12;51;6.65
Female;English;17;53;16
Male;English;9;53;18.94
Male;English;13;56;16.78
Male;French;10;42;15.5
Male;English;12.5;64;15.5
Male;Other;11.5;31;14.25
Male;English;17;49;18.92
Female;English;15.5;25;7.23
Female;English;12;49;12
Male;English;8;57;15.5
Female;English;13;33;15.5
Male;English;16;69;15.5
Male;English;8;63;15.5
Male;English;9;36;11.43
Female;English;12.5;22;15.5
Female;English;5;68;15.5
Male;English;14;21;15.5
Male;English;13.8;21;9.06
Female;English;17;38;16.93
Male;English;20;76;15.5
Male;Other;12;32;11.25
Female;English;13;18;8.06
Male;Other;15;53;17
Female;Other;16;83;15.5
Male;English;14;54;15.5
Female;English;10;33;15.5
Female;Other;8;31;8.79
Female;English;12.5;68;6.53
Female;Other;7;63;15.5
Female;English;9;47;7.85
Female;French;8;67;15.5
Female;English;11.5;32;19.68
Female;English;16.5;29;17
Female;English;12.5;39;15.59
Male;English;5;52;20.48
Male;Other;13.3;51;15.5
Male;English;15;95;15.5
Male;English;11;23;15.5
Female;English;12.5;40;6.76
Male;English;12;64;15.5
Female;English;12.5;79;15.5
Female;English;12;18;6.83
Male;French;5;69;15.5
Male;English;15;34;16.42
Female;English;12;34;15.5
Female;English;10;79;15.5
Female;Other;12;39;15.5
Male;Other;14.3;34;15.5
Female;English;12.5;40;14.83
Male;Other;16;34;18.58
Male;French;9;50;13.8
Male;French;1.5;53;12.82
Female;English;11;68;15.5
Male;English;13.5;47;15.5
Female;English;13;18;7.72
Female;Other;11;38;15.5
Female;English;13;36;19
Female;French;9;58;10.58
Male;English;13;37;10
Male;English;15.5;68;15.5
Female;French;8.3;46;7.51
Male;English;12.5;28;16.82
Male;Other;10;17;15.5
Male;English;9;53;15.5
Male;English;17;42;15.5
Female;French;12;46;15.5
Female;English;1;46;9.42
Female;English;12.1;29;6.08
Male;English;11;18;7
Male;English;13;20;8.65
Female;English;12;21;15.5
Female;Other;12;53;16.18
Male;English;12.5;47;15.5
Female;English;12.5;31;12.5
Female;English;9;75;15.5
Female;English;11;81;15.5
Female;Other;12;38;19.2
Female;Other;8;70;15.5
Male;English;12;37;14.35
Male;Other;14;51;17.57
Female;English;13;19;7.93
Female;English;14;48;19.75
Male;English;6;56;8.36
Female;English;16;32;18
Female;Other;15;25;20
Female;English;15.5;24;7.15
Male;English;13.6;38;19.11
Male;Other;12;19;15.5
Female;Other;18;27;17.21
Female;English;9;67;15.5
Female;English;13;29;10.2
Male;English;12;19;15.5
Female;English;12.5;67;15.5
Female;Other;10;72;15.5
Male;English;14;67;15.5
Female;English;12;35;15.5
Female;French;10;58;19.25
Female;English;14;70;15.5
Male;English;10;68;15.5
Male;English;15.2;34;13.75
Female;Other;14;44;15.5
Female;English;12.6;23;7
Female;Other;11;81;15.5
Male;English;15.5;61;15.5
Male;English;8;46;18
Male;English;12.5;39;17.3
Male;English;13;55;15.5
Male;English;15.1;45;18.57
Female;English;12.5;53;13.92
Female;English;11;41;13.18
Female;English;0;33;15.5
Female;English;10;16;6.7
Male;Other;12;36;15.5
Male;English;12.5;25;15.5
Male;English;12.5;40;15.5
Female;Other;12.3;41;15.5
Female;English;12.5;41;15.5
Male;English;20;37;18.33
Male;English;13;41;20.16
Female;English;12;31;14.26
Female;English;11.5;61;15.5
Male;English;11.7;28;6.31
Male;English;13;35;15.5
Female;English;8;27;5.8
Male;English;13;35;13.44
Female;English;10;63;15.5
Male;English;15;41;14.29
Male;English;11;69;15.5
Female;English;14;20;7
Female;English;15.5;30;6.5
Male;Other;12.9;34;15.5
Female;English;8;66;15.5
Male;English;16;22;15.5
Male;English;16;49;15.5
Male;English;12;54;15.5
Female;English;18;73;15.5
Female;English;11.6;34;15.5
Male;English;8;60;15.5
Female;English;12.5;40;14.85
Male;English;12;31;13.73
Male;English;12.6;40;17.23
Male;English;12;24;15.5
Female;English;19;43;13.5
Male;English;14;45;17.5
Female;English;11;17;6.75
Male;English;12.1;39;19.68
Female;English;16;22;15.5
Male;Other;14;81;15.5
Male;English;15;45;15.5
Male;Other;11;62;15.5
Male;English;11.5;71;15.5
Female;Other;5;67;15.5
Male;Other;9;27;16
Female;English;17.4;34;14
Male;English;11;39;15.5
Male;English;10;51;19.37
Female;English;13.5;38;10.85
Male;English;18;72;15.5
Male;English;12;18;6.5
Male;English;11;16;7.18
Female;English;16;63;15.5
Male;English;12;21;15.5
Male;English;14.8;42;17.9
Male;Other;9;33;8
Male;English;12;30;19.2
Male;English;11.5;58;17.22
Female;English;14;19;6.4
Male;English;9;52;14.3
Male;English;9;24;8.22
Male;English;10;28;18.24
Male;English;13;76;15.5
Female;English;14.9;29;6.7
Male;Other;6;56;17.76
Female;English;8;68;15.5
Female;English;13;44;14.08
Female;English;12.5;49;15.5
Female;English;2;86;15.5
Female;English;12;56;15.5
Male;English;12;29;10.22
Female;English;10.5;29;15.5
Female;English;9;79;15.5
Female;Other;18;30;15.5
Male;English;13.5;46;18.24
Male;English;10;28;7
Male;Other;14;30;12
Female;Other;8;73;15.5
Female;English;12.5;30;15.5
Female;English;17;39;15.5
Female;English;12;36;21.12
Male;English;17;35;15.5
Female;English;8;75;15.5
Male;English;8;44;14.88
Male;Other;13;31;20.4
Female;Other;5;70;15.5
Female;English;18.3;44;15.36
Male;English;13;28;9.75
Female;Other;16.5;22;6.6
Female;English;9;63;15.5
Female;English;12.1;19;6.7
Female;English;12.5;41;16.94
Female;Other;15.5;45;15.5
Female;English;13;48;13.59
Female;Other;12.5;82;15.5
Male;English;20;49;15.5
Female;Other;9;61;15.5
Female;English;10;55;15.5
Male;French;13;35;17.86
Male;English;12.5;44;15.5
Female;English;12;27;11.01
Female;Other;9.4;22;15.5
Female;English;12.5;32;12.16
Female;English;16.5;48;10.08
Male;Other;9;62;15.5
Female;English;15;57;15.5
Male;English;10;67;15.5
Female;French;10;47;14.71
Female;Other;15;46;10.95
Male;English;12;31;7.5
Female;English;14.6;29;10.24
Female;Other;16;55;18.24
Female;Other;9;63;15.5
Female;English;12;28;7
Female;Other;16.8;29;6.8
Male;French;13.8;24;6.4
Female;English;12;20;6.48
Male;English;12;41;15.5
Female;English;11;48;7.2
Female;French;10.7;70;15.5
Female;English;15.5;24;15.88
Male;English;8;65;15.5
Female;English;12.5;45;15.5
Female;French;14;25;15.5
Female;French;12.7;24;15.53
Female;English;16.7;60;8.6
Male;English;12.2;17;6.7
Female;English;13;44;15.06
Male;English;8;74;15.5
Female;English;12;41;15.5
Female;Other;12.5;29;14.37
Male;English;13;24;7.6
Female;English;8.5;33;15.5
Male;English;11;40;14
Male;English;18.1;28;19.2
Female;Other;8;64;15.5
